product_images,gender,product_category,product_name,details,category_type,material,product_subtype,weather_feature,coverage_feature,combined_features,text_complex,weather_label
"[{'https://static.zara.net/photos///2023/I/0/2/p/3992/378/064/2/w/448/3992378064_1_1_1.jpg?ts=1692779599359': 'Image 0 of STRIPED CROCHET BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3992/378/064/2/w/448/3992378064_2_1_1.jpg?ts=1692779599546': 'Image 1 of STRIPED CROCHET BERMUDA SHORTS from Zara'}]",men,SHORTS,stripe crochet bermuda short,bermuda short open texture fabric waistband drawstring pocket patch pocket detail,Bottom,other,bermuda short,other,short,bermuda short short,This is a stripe crochet bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5783/037/401/2/w/448/5783037401_6_1_1.jpg?ts=1688642265006': 'Image 0 of STRIPED BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5783/037/401/2/w/448/5783037401_6_2_1.jpg?ts=1688642261978': 'Image 1 of STRIPED BERMUDA SHORTS from Zara'}]",men,SHORTS,striped bermuda short,bermuda short cotton blend fabric adjustable elasticate waistband drawstre pocket rear pocket detail,Bottom,cotton,bermuda short,other,short,cotton bermuda short short,This is a striped bermuda short made of cotton with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/0706/450/251/2/w/448/0706450251_1_1_1.jpg?ts=1689069380172': 'Image 0 of COMFORT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0706/450/251/2/w/448/0706450251_2_1_1.jpg?ts=1689069378347': 'Image 1 of COMFORT BERMUDA SHORTS from Zara'}]",men,SHORTS,comfort bermuda short,bermuda short feature adjustable elasticate waistband drawstring pleat pocket rear welt pocket turnup hem,Bottom,other,bermuda short,other,short,bermuda short short,This is a comfort bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/439/401/2/w/448/0761439401_1_1_1.jpg?ts=1692951282737': 'Image 0 of PREMIUM BERMUDA JOGGERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/439/401/2/w/448/0761439401_2_1_1.jpg?ts=1692951286401': 'Image 1 of PREMIUM BERMUDA JOGGERS from Zara'}]",men,SHORTS,premium bermuda jogger,bermuda short feature elastic waistband adjustable drawstring pocket rear pocket detail,Bottom,other,bermuda short,other,short,bermuda short short,This is a premium bermuda jogger with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/1187/444/406/2/w/448/1187444406_1_1_1.jpg?ts=1679481016312': 'Image 0 of SOFT DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/1187/444/406/2/w/448/1187444406_2_1_1.jpg?ts=1679481011218': 'Image 1 of SOFT DENIM BERMUDA SHORTS from Zara'}]",men,SHORTS,soft denim bermuda short,slim fit bermuda short adjustable elasticate waistband drawstre pocket fade effect turnup hem,Bottom,denim,bermuda denim short,other,short,denim bermuda denim short short,This is a soft denim bermuda short made of denim with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/6103/330/250/2/w/448/6103330250_1_1_1.jpg?ts=1683041313010': 'Image 0 of CREASED-EFFECT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/6103/330/250/2/w/448/6103330250_2_1_1.jpg?ts=1683041309431': 'Image 1 of CREASED-EFFECT BERMUDA SHORTS from Zara'}]",men,SHORTS,creasedeffect bermuda short,bermuda short cotton adjustable elasticate waistband drawstre pocket rear patch pocket detail,Bottom,cotton,bermuda short,other,short,cotton bermuda short short,This is a creasedeffect bermuda short made of cotton with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4365/300/251/2/w/448/4365300251_1_1_1.jpg?ts=1688714833709': 'Image 0 of COTTON-LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4365/300/251/2/w/448/4365300251_2_1_1.jpg?ts=1688714834336': 'Image 1 of COTTON-LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,cottonlinen bermuda short,relaxed fit bermuda short linen cotton blend fabric adjustable elasticate waistband drawstre pocket rear patch pocket detail irregular hem,Bottom,cotton cottonlinen linen,bermuda short,other,short,cotton cottonlinen linen bermuda short short,This is a cottonlinen bermuda short made of cotton cottonlinen linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/3268/302/403/2/w/448/3268302403_1_1_1.jpg?ts=1691503022118': 'Image 0 of SEERSUCKER BERMUDA SHORTS WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3268/302/403/2/w/448/3268302403_2_1_1.jpg?ts=1691503021437': 'Image 1 of SEERSUCKER BERMUDA SHORTS WITH CONTRAST TOPSTITCHING from Zara'}]",men,SHORTS,seersucker bermuda short contrast topstitche,relaxedfit bermuda short adjustable elasticate waistband drawstring pocket patch pocket contrast topstitche garment,Bottom,other,bermuda short,other,short,bermuda short short,This is a seersucker bermuda short contrast topstitche with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0621/300/400/2/w/448/0621300400_1_1_1.jpg?ts=1688552338463': 'Image 0 of VINTAGE DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0621/300/400/2/w/448/0621300400_2_1_1.jpg?ts=1688552339557': 'Image 1 of VINTAGE DENIM BERMUDA SHORTS from Zara'}]",men,SHORTS,vintage denim bermuda short,relaxed fit bermuda short pocket vintage fade effect zip fly button fastening,Bottom,denim,bermuda denim short,other,short,denim bermuda denim short short,This is a vintage denim bermuda short made of denim with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/1538/403/052/2/w/448/1538403052_1_1_1.jpg?ts=1678189945192': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/1538/403/052/2/w/448/1538403052_2_1_1.jpg?ts=1678189945379': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,linen bermuda short,bermuda short linen fabric pocket welt pocket zip fly button fastening,Bottom,linen,bermuda short,other,short,linen bermuda short short,This is a linen bermuda short made of linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/440/403/2/w/448/1538440403_1_1_1.jpg?ts=1687966281880': 'Image 0 of TECHNICAL CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/440/403/2/w/448/1538440403_2_1_1.jpg?ts=1687966281313': 'Image 1 of TECHNICAL CARGO BERMUDA SHORTS from Zara'}]",men,SHORTS,technical cargo bermuda short,bermuda short technical fabric adjustable elasticate waistband drawstre pocket welt pocket patch pocket flap leg slit hem,Bottom,other,bermuda short,other,short,bermuda short short,This is a technical cargo bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/2553/302/800/2/w/448/2553302800_1_1_1.jpg?ts=1689940496243': 'Image 0 of COTTON CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2553/302/800/2/w/448/2553302800_2_1_1.jpg?ts=1689940496601': 'Image 1 of COTTON CARGO BERMUDA SHORTS from Zara'}]",men,SHORTS,cotton cargo bermuda short,relaxed fit bermuda short cotton fabric elastic waist pocket rear patch pocket detail patch pocket flap appliqué leg zip fly snapbutton fastening,Bottom,cotton,bermuda short,other,short,cotton bermuda short short,This is a cotton cargo bermuda short made of cotton with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/1538/422/400/2/w/448/1538422400_1_1_1.jpg?ts=1676453815756': 'Image 0 of BASIC DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/1538/422/400/2/w/448/1538422400_2_1_1.jpg?ts=1676453810582': 'Image 1 of BASIC DENIM BERMUDA SHORTS from Zara'}]",men,SHORTS,basic denim bermuda short,straight fit bermuda short fivepocket design zip fly button fastening,Bottom,denim,bermuda denim short,other,short,denim bermuda denim short short,This is a basic denim bermuda short made of denim with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/349/707/2/w/448/8574349707_1_1_1.jpg?ts=1687937159892': 'Image 0 of LINEN - COTTON BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/349/707/2/w/448/8574349707_2_1_1.jpg?ts=1687937159668': 'Image 1 of LINEN - COTTON BERMUDA SHORTS from Zara'}]",men,SHORTS,linen cotton bermuda short,carrot fit bermuda short linen cotton blend fabric adjustable elasticate waistband pleat detail pocket rear welt pocket detail,Bottom,cotton linen,bermuda short,other,short,cotton linen bermuda short short,This is a linen cotton bermuda short made of cotton linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0962/321/710/2/w/448/0962321710_1_1_1.jpg?ts=1689926675546': 'Image 0 of TEXTURED JOGGER BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0962/321/710/2/w/448/0962321710_2_1_1.jpg?ts=1689926676418': 'Image 1 of TEXTURED JOGGER BERMUDA SHORTS from Zara'}]",men,SHORTS,texture jogger bermuda short,relaxedfit bermuda short texture fabric adjustable elasticate waistband drawstre pocket patch pocket detail,Bottom,other,bermuda short,other,short,bermuda short short,This is a texture jogger bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5852/261/027/2/w/448/5852261027_1_1_1.jpg?ts=1687445757984': 'Image 0 of STAR PRINT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5852/261/027/2/w/448/5852261027_2_1_1.jpg?ts=1687445760186': 'Image 1 of STAR PRINT BERMUDA SHORTS from Zara'}]",men,SHORTS,star print bermuda short,relaxed fit bermuda short satiny fabric elasticate adjustable drawstre waistband pocket hem contrast stripe,Bottom,satiny,bermuda short,other,short,satiny bermuda short short,This is a star print bermuda short made of satiny with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6085/307/250/2/w/448/6085307250_1_1_1.jpg?ts=1689087950377': 'Image 0 of STRIPE PRINT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6085/307/250/2/w/448/6085307250_2_1_1.jpg?ts=1689087951498': 'Image 1 of STRIPE PRINT BERMUDA SHORTS from Zara'}]",men,SHORTS,stripe print bermuda short,relaxedfit bermuda short satiny fabric adjustable elasticate waistband inner drawstre pocket,Bottom,satiny,bermuda short,other,short,satiny bermuda short short,This is a stripe print bermuda short made of satiny with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/3175/407/407/2/w/448/3175407407_1_1_1.jpg?ts=1690361440953': 'Image 0 of LOOSE-FIT CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3175/407/407/2/w/448/3175407407_2_1_1.jpg?ts=1690361441154': 'Image 1 of LOOSE-FIT CARGO BERMUDA SHORTS from Zara'}]",men,SHORTS,loosefit cargo bermuda short,loose fit bermuda short fivepocket design fade effect patch pocket flap leg zip fly button fastening,Bottom,other,bermuda short,other,short,bermuda short short,This is a loosefit cargo bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/7627/316/800/2/w/448/7627316800_1_1_1.jpg?ts=1687256307063': 'Image 0 of ACID WASH CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7627/316/800/2/w/448/7627316800_2_1_1.jpg?ts=1687256312780': 'Image 1 of ACID WASH CARGO BERMUDA SHORTS from Zara'}]",men,SHORTS,acid wash cargo bermuda short,relaxed fit bermuda short pocket rear patch pocket patch pocket appliqué flap leg fade effect zip fly button fastening,Bottom,other,bermuda short,other,short,bermuda short short,This is a acid wash cargo bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5575/376/445/2/w/448/5575376445_1_1_1.jpg?ts=1688716941073': 'Image 0 of DENIM UTILITY BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5575/376/445/2/w/448/5575376445_2_1_1.jpg?ts=1688552338826': 'Image 1 of DENIM UTILITY BERMUDA SHORTS from Zara'}]",men,SHORTS,denim utility bermuda short,relaxed fit faded bermuda short pocket rear patch pocket multipurpose pocket leg zip fly button fastening,Bottom,denim,bermuda denim short,other,short,denim bermuda denim short short,This is a denim utility bermuda short made of denim with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/301/427/2/w/448/8062301427_1_1_1.jpg?ts=1685698726468': 'Image 0 of DENIM CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/301/427/2/w/448/8062301427_2_1_1.jpg?ts=1685698726197': 'Image 1 of DENIM CARGO BERMUDA SHORTS from Zara'}]",men,SHORTS,denim cargo bermuda short,fade relaxed fit bermuda short pocket pocket rear patch pocket flap leg zip fly button fastening,Bottom,denim,bermuda denim short,other,short,denim bermuda denim short short,This is a denim cargo bermuda short made of denim with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4387/409/615/2/w/448/4387409615_1_1_1.jpg?ts=1689926675818': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4387/409/615/2/w/448/4387409615_2_1_1.jpg?ts=1689926679351': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,linen bermuda short,relaxed fit bermuda short linen elasticate waistband pleated detail pocket rear welt pocket zip fly button fastening,Bottom,linen,bermuda short,other,short,linen bermuda short short,This is a linen bermuda short made of linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/1/p/8574/445/800/2/w/448/8574445800_1_1_1.jpg?ts=1679051705328': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/8574/445/800/2/w/448/8574445800_2_1_1.jpg?ts=1679051704556': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,linen bermuda short,bermuda short linen fabric adjustable elasticate waistband interior drawstre pocket rear welt pocket,Bottom,linen,bermuda short,other,short,linen bermuda short short,This is a linen bermuda short made of linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/5802/262/620/4/w/448/5802262620_1_1_1.jpg?ts=1687345178543': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5802/262/620/4/w/448/5802262620_2_3_1.jpg?ts=1687345177525': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,linen bermuda short,relaxedfit bermuda short linen fabric adjustable elasticate waist drawstre pocket patch pocket,Bottom,linen,bermuda short,other,short,linen bermuda short short,This is a linen bermuda short made of linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/8574/364/420/5/w/448/8574364420_1_1_1.jpg?ts=1688640292067': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8574/364/420/5/w/448/8574364420_2_3_1.jpg?ts=1688640291239': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,linen bermuda short,short bermuda short linen elasticate waistband inner drawstre pocket,Bottom,linen,bermuda short,other,short,linen bermuda short short,This is a linen bermuda short made of linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/2553/401/710/2/w/0/2553401710_1_1_1.jpg?ts=1683201823667': 'Image 0 of COMFORT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/2553/401/710/2/w/0/2553401710_2_1_1.jpg?ts=1683201823250': 'Image 1 of COMFORT BERMUDA SHORTS from Zara'}]",men,SHORTS,comfort bermuda short,bermuda short feature adjustable elastic waistband interior drawstring pocket rear pocket detail,Bottom,other,bermuda short,other,short,bermuda short short,This is a comfort bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/7147/402/250/2/w/448/7147402250_1_1_1.jpg?ts=1677661750822': 'Image 0 of TEXTURED OXFORD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/7147/402/250/2/w/448/7147402250_2_1_1.jpg?ts=1677661750494': 'Image 1 of TEXTURED OXFORD BERMUDA SHORTS from Zara'}]",men,SHORTS,texture oxford bermuda short,bermuda short linen cotton blend feature pocket rear welt pocket zip fly button fastening,Bottom,cotton linen,bermuda oxford short,other,short,cotton linen bermuda oxford short short,This is a texture oxford bermuda short made of cotton linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/4432/420/104/2/w/448/4432420104_1_1_1.jpg?ts=1678442204063': 'Image 0 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/4432/420/104/2/w/448/4432420104_2_1_1.jpg?ts=1678442201310': 'Image 1 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,viscose linen bermuda short,bermuda short viscose linen blend fabric elasticate adjustable waistband drawstring pocket rear patch pocket,Bottom,linen viscose,bermuda short,other,short,linen viscose bermuda short short,This is a viscose linen bermuda short made of linen viscose with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/6917/312/643/2/w/448/6917312643_1_1_1.jpg?ts=1691137642911': 'Image 0 of FADED TEXTURED COTTON BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6917/312/643/2/w/0/6917312643_2_1_1.jpg?ts=1691138569999': 'Image 1 of FADED TEXTURED COTTON BERMUDA SHORTS from Zara'}]",men,SHORTS,fade texture cotton bermuda short,relaxed fit bermuda short texture cotton fabric adjustable elasticate waistband drawstre pocket rear pocket detail hem match embroider slogan detail fade effect,Bottom,cotton,bermuda short,other,short,cotton bermuda short short,This is a fade texture cotton bermuda short made of cotton with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/9252/450/707/2/w/448/9252450707_1_1_1.jpg?ts=1680101319970': 'Image 0 of CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/9252/450/707/2/w/448/9252450707_2_1_1.jpg?ts=1680101322699': 'Image 1 of CARGO BERMUDA SHORTS from Zara'}]",men,SHORTS,cargo bermuda short,bermuda short elasticate waistband pocket rear flap pocket patch pocket flap leg zip fly button fastening,Bottom,other,bermuda short,other,short,bermuda short short,This is a cargo bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/0108/425/250/2/w/448/0108425250_1_1_1.jpg?ts=1677663417153': 'Image 0 of BASIC COLOURED BERMUDAS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/0108/425/250/2/w/448/0108425250_2_1_1.jpg?ts=1677663416854': 'Image 1 of BASIC COLOURED BERMUDAS from Zara'}]",men,SHORTS,basic coloured bermuda,fade bermuda short cotton pocket zip fly button fastening,Bottom,cotton,bermuda short,other,short,cotton bermuda short short,This is a basic coloured bermuda made of cotton with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/7147/300/506/2/w/448/7147300506_1_1_1.jpg?ts=1686727298516': 'Image 0 of RUSTIC COTTON BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7147/300/506/2/w/448/7147300506_2_1_1.jpg?ts=1686727298106': 'Image 1 of RUSTIC COTTON BERMUDA SHORTS from Zara'}]",men,SHORTS,rustic cotton bermuda short,bermuda short cotton adjustable elasticate waistband drawstre pocket rear patch pocket detail,Bottom,cotton,bermuda short,other,short,cotton bermuda short short,This is a rustic cotton bermuda short made of cotton with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4840/402/409/2/w/448/4840402409_1_1_1.jpg?ts=1688658455311': 'Image 0 of TEXTURED BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4840/402/409/2/w/448/4840402409_2_1_1.jpg?ts=1688658666138': 'Image 1 of TEXTURED BERMUDA SHORTS from Zara'}]",men,SHORTS,texture bermuda short,bermuda short adjustable elasticate waistband pocket welt pocket detail,Bottom,other,bermuda short,other,short,bermuda short short,This is a texture bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/5943/410/982/3/w/448/5943410982_1_1_1.jpg?ts=1688731678534': 'Image 0 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5943/410/982/3/w/448/5943410982_2_3_1.jpg?ts=1688731687731': 'Image 1 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,viscose linen bermuda short,bermuda short viscose linen blend fabric adjustable elasticate waistband drawstre pocket rear pocket detail,Bottom,linen viscose,bermuda short,other,short,linen viscose bermuda short short,This is a viscose linen bermuda short made of linen viscose with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/312/658/2/w/448/6861312658_1_1_1.jpg?ts=1689256347668': 'Image 0 of COTTON-LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/312/658/2/w/448/6861312658_2_1_1.jpg?ts=1689256345712': 'Image 1 of COTTON-LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,cottonlinen bermuda short,relaxed fit bermuda short cotton linen blend fabric adjustable elasticate waistband drawstre pocket rear jetted pocket,Bottom,cotton cottonlinen linen,bermuda short,other,short,cotton cottonlinen linen bermuda short short,This is a cottonlinen bermuda short made of cotton cottonlinen linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5520/360/629/2/w/448/5520360629_2_1_1.jpg?ts=1689756834756': 'Image 0 of TECHNICAL BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5520/360/629/2/w/448/5520360629_1_1_1.jpg?ts=1689756833970': 'Image 1 of TECHNICAL BERMUDA SHORTS from Zara'}]",men,SHORTS,technical bermuda short,relaxed fit bermuda short lightweight fabric adjustable elastic waistband pocket rear patch pocket detail flap,Bottom,other,bermuda short,lightweight,short,bermuda short lightweight short,This is a technical bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4087/543/403/2/w/448/4087543403_1_1_1.jpg?ts=1689156203921': 'Image 0 of TEXTURED BERMUDA SHORTS WITH LABEL from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4087/543/403/2/w/448/4087543403_2_1_1.jpg?ts=1689156203180': 'Image 1 of TEXTURED BERMUDA SHORTS WITH LABEL from Zara'}]",men,SHORTS,texture bermuda short label,bermuda short elasticate waistband adjustable drawstring pocket rear patch pocket detail contrast label appliqué hem,Bottom,other,bermuda short,other,short,bermuda short short,This is a texture bermuda short label with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/1943/317/420/2/w/0/1943317420_6_1_1.jpg?ts=1690904701660': 'Image 0 of 2-IN-1 TRAINING SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1943/317/420/2/w/448/1943317420_6_2_1.jpg?ts=1690904700830': 'Image 1 of 2-IN-1 TRAINING SHORTS from Zara'}]",men,SHORTS,training short,training short lightweight stretchy technical fabric inner mesh design practise sport elasticate waistband inner drawstring pocket reflective effect seam inner leg length cm slit hem print logo detailzara athleticzview,Bottom,other,short,lightweight,short,short lightweight short,This is a training short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/0765/304/641/612/w/0/0765304641_1_1_1.jpg?ts=1688385051022': 'Image 0 of TRAINING SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0765/304/641/2/w/448/0765304641_2_1_1.jpg?ts=1687945120721': 'Image 1 of TRAINING SHORTS from Zara'}]",men,SHORTS,training short,workout short lightweight stretchy technical fabric elastic waistband drawstring security pocket thermoseale zip closure line inner leg length cm slit hem logo print legzara athleticzview,Bottom,other,short,lightweight thermoseale,short,short lightweight thermoseale short,This is a training short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/1023/311/712/2/w/448/1023311712_1_1_1.jpg?ts=1689335545689': 'Image 0 of GEOMETRIC KNIT JACQUARD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1023/311/712/2/w/448/1023311712_2_1_1.jpg?ts=1689335547948': 'Image 1 of GEOMETRIC KNIT JACQUARD BERMUDA SHORTS from Zara'}]",men,SHORTS,geometric knit jacquard bermuda short,knit bermuda short elasticate waistband adjustable drawstre pocket pocket detail contrast rib trim,Bottom,knit,bermuda short,knit,short,knit bermuda short knit short,This is a geometric knit jacquard bermuda short made of knit with short coverage. It is suitable for cold weather.,cold weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/0840/301/251/2/w/448/0840301251_1_1_1.jpg?ts=1689335829894': 'Image 0 of TIE-DYE DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0840/301/251/2/w/448/0840301251_2_1_1.jpg?ts=1689335824398': 'Image 1 of TIE-DYE DENIM BERMUDA SHORTS from Zara'}]",men,SHORTS,tiedye denim bermuda short,short bermuda short adjustable elasticate waistband pocket welt pocket detail,Bottom,denim,bermuda denim short,other,short,denim bermuda denim short short,This is a tiedye denim bermuda short made of denim with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/2893/302/620/2/w/448/2893302620_1_1_1.jpg?ts=1689087953317': 'Image 0 of PATCHWORK JACQUARD KNIT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2893/302/620/2/w/448/2893302620_2_1_1.jpg?ts=1689087956157': 'Image 1 of PATCHWORK JACQUARD KNIT BERMUDA SHORTS from Zara'}]",men,SHORTS,patchwork jacquard knit bermuda short,knit bermuda short feature adjustable elasticate waistband drawstring pocket,Bottom,knit,bermuda short,knit,short,knit bermuda short knit short,This is a patchwork jacquard knit bermuda short made of knit with short coverage. It is suitable for cold weather.,cold weather
