product_id,product_images,gender,product_category,product_name,details,category_type,combined_features
232,"[{'https://static.zara.net/photos///2023/I/0/1/p/8032/462/070/2/w/448/8032462070_1_1_1.jpg?ts=1687791315703': 'Image 0 of PRINTED LINEN BLEND SHIRT DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8032/462/070/2/w/448/8032462070_2_1_1.jpg?ts=1687791315940': 'Image 1 of PRINTED LINEN BLEND SHIRT DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print linen blend shirt dress,dress linen blend johnny collar short sleeve buttoned tab patch pocket button belt,Other,linen belt dress shirt short short
233,"[{'https://static.zara.net/photos///2023/I/0/1/p/8088/334/512/22/w/448/8088334512_1_1_1.jpg?ts=1692814926723': 'Image 0 of LONG DRESS WITH RUFFLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8088/334/512/22/w/448/8088334512_2_1_1.jpg?ts=1692814924733': 'Image 1 of LONG DRESS WITH RUFFLES from Zara'}]",women,DRESSES_JUMPSUITS,long dress ruffle,long dress viscose vneck thin strap ruffle detail fabric,Other,viscose dress long
234,"[{'https://static.zara.net/photos///2023/I/0/1/p/7882/636/250/2/w/448/7882636250_1_1_1.jpg?ts=1685626667953': 'Image 0 of ASYMMETRIC MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7882/636/250/2/w/448/7882636250_2_1_1.jpg?ts=1685626667711': 'Image 1 of ASYMMETRIC MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,asymmetric midi dress,midi dress knit fabric asymmetric neckline drape fabric matching line vent hem invisible zip fastening,Other,knit dress knit midi
235,"[{'https://static.zara.net/photos///2023/I/0/1/p/8055/394/626/17/w/448/8055394626_1_1_1.jpg?ts=1691136774085': 'Image 0 of LINEN BLEND MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8055/394/626/17/w/448/8055394626_2_1_1.jpg?ts=1691136774512': 'Image 1 of LINEN BLEND MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,linen blend midi dress,sleeveless dress linen cotton blend fabric round neck split hem fasten button zip,Other,cotton linen dress midi sleeveless
236,"[{'https://static.zara.net/photos///2023/I/0/1/p/2183/247/251/12/w/448/2183247251_1_1_1.jpg?ts=1691599336676': 'Image 0 of PRINTED HALTER DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2183/247/251/12/w/448/2183247251_2_1_1.jpg?ts=1691599336227': 'Image 1 of PRINTED HALTER DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print halter dress,midi dress cotton halter neck vneck adjustable tie collar pleated detail chest tie belt fabric open elastic flare hem,Other,cotton belt dress midi
237,"[{'https://static.zara.net/photos///2023/I/0/1/p/9479/277/737/2/w/448/9479277737_1_1_1.jpg?ts=1688980756229': 'Image 0 of ASYMMETRIC TUNIC BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9479/277/737/2/w/448/9479277737_2_1_1.jpg?ts=1688980756369': 'Image 1 of ASYMMETRIC TUNIC BLOUSE from Zara'}]",women,DRESSES_JUMPSUITS,asymmetric tunic blouse,blouse viscose blend feature vneckline short sleeve adjustable drawstring waist fabric,Other,viscose blouse short short
238,"[{'https://static.zara.net/photos///2023/I/0/1/p/0387/164/800/2/w/448/0387164800_1_1_1.jpg?ts=1691755226194': 'Image 0 of HALTER MIDI DRESS WITH BUCKLE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0387/164/800/2/w/448/0387164800_2_1_1.jpg?ts=1691755227646': 'Image 1 of HALTER MIDI DRESS WITH BUCKLE from Zara'}]",women,DRESSES_JUMPSUITS,halter midi dress buckle,dress feature cowl neckline halter neck tie detail open crossover gold buckle gather detail slit hem,Other,dress midi
239,"[{'https://static.zara.net/photos///2023/I/0/1/p/8462/550/704/2/w/448/8462550704_1_1_1.jpg?ts=1692793176857': 'Image 0 of SUIT-EFFECT JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8462/550/704/2/w/448/8462550704_2_1_1.jpg?ts=1692793176883': 'Image 1 of SUIT-EFFECT JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,suiteffect jumpsuit,jumpsuit straight neckline thin strap pocket fake rear welt pocket fasten button zip inside button metal hook,Other,jumpsuit
240,"[{'https://static.zara.net/photos///2023/I/0/1/p/8351/232/505/2/w/448/8351232505_1_1_1.jpg?ts=1692603424156': 'Image 0 of SLIP DRESS WITH BEADS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8351/232/505/2/w/448/8351232505_2_1_1.jpg?ts=1692603424099': 'Image 1 of SLIP DRESS WITH BEADS from Zara'}]",women,DRESSES_JUMPSUITS,slip dress bead,midi dress straightcut neckline thin strap multicoloure bead slit hem invisible zip fastening,Other,dress midi
241,"[{'https://static.zara.net/photos///2023/I/0/1/p/8195/688/800/2/w/448/8195688800_1_1_1.jpg?ts=1690970189306': 'Image 0 of TWO-PIECE FLARED JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8195/688/800/2/w/448/8195688800_2_1_1.jpg?ts=1690970188876': 'Image 1 of TWO-PIECE FLARED JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,twopiece flare jumpsuit,strapless jumpsuit false jetted pocket feature flare hem hide zip fasten golden button,Other,jumpsuit
242,"[{'https://static.zara.net/photos///2023/I/0/1/p/5039/203/112/2/w/448/5039203112_1_1_1.jpg?ts=1688632736228': 'Image 0 of PRINTED DRAPED TULLE DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5039/203/112/2/w/448/5039203112_2_1_1.jpg?ts=1688632736712': 'Image 1 of PRINTED DRAPED TULLE DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print drape tulle dress,midi dress cowl neckline thin strap drape fabric asymmetric hem contrast line open strap detail,Other,dress midi
243,"[{'https://static.zara.net/photos///2023/I/0/1/p/5039/207/400/2/w/448/5039207400_1_1_1.jpg?ts=1688632736147': 'Image 0 of PRINTED FITTED STRAPLESS DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5039/207/400/2/w/448/5039207400_2_1_1.jpg?ts=1688632733240': 'Image 1 of PRINTED FITTED STRAPLESS DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print fit strapless dress,midi dress tulle straight neckline expose shoulder drape fabric side contrast lining,Other,dress midi
244,"[{'https://static.zara.net/photos///2023/I/0/1/p/5584/453/250/2/w/448/5584453250_1_1_1.jpg?ts=1688121429466': 'Image 0 of STRAPLESS DRESS WITH CUT-OUT DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5584/453/250/2/w/448/5584453250_2_1_1.jpg?ts=1688121428929': 'Image 1 of STRAPLESS DRESS WITH CUT-OUT DETAIL from Zara'}]",women,DRESSES_JUMPSUITS,strapless dress cutout detail,strapless midi dress cutout detail,Other,dress midi
245,"[{'https://static.zara.net/photos///2023/I/0/1/p/1165/134/800/2/w/448/1165134800_1_1_1.jpg?ts=1690549006749': 'Image 0 of DRAPED NECK DRESS from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/1165/134/800/2/w/448/1165134800_2_1_1.jpg?ts=1681295805272': 'Image 1 of DRAPED NECK DRESS from Zara'}]",women,DRESSES_JUMPSUITS,drape neck dress,midi dress drape neckline thin double strap,Other,dress midi
246,"[{'https://static.zara.net/photos///2023/I/0/1/p/8401/522/251/2/w/448/8401522251_1_1_1.jpg?ts=1691570061954': 'Image 0 of MIDI SHIRT DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8401/522/251/2/w/448/8401522251_2_1_1.jpg?ts=1691570063897': 'Image 1 of MIDI SHIRT DRESS from Zara'}]",women,DRESSES_JUMPSUITS,midi shirt dress,johnny collar dress feature long sleeve false flap pocket button fastening matching belt golden buckle,Other,belt dress shirt long midi
247,"[{'https://static.zara.net/photos///2023/I/0/1/p/8342/201/120/2/w/448/8342201120_1_1_1.jpg?ts=1692196694888': 'Image 0 of PRINTED CUT-OUT TULLE DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8342/201/120/2/w/448/8342201120_2_1_1.jpg?ts=1692196695625': 'Image 1 of PRINTED CUT-OUT TULLE DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print cutout tulle dress,offtheshoulder midi dress straight neckline drape fabric open detail line invisible zip fastening,Other,dress midi
248,"[{'https://static.zara.net/photos///2023/I/0/1/p/7223/245/400/2/w/448/7223245400_1_1_1.jpg?ts=1692690779616': 'Image 0 of ZW DENIM JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7223/245/400/2/w/448/7223245400_2_1_1.jpg?ts=1692690781782': 'Image 1 of ZW DENIM JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,denim jumpsuit,woman fit jumpsuit lapel collar short sleeve pocket chest patch pocket fade effect contrast pronounce topstitching belt loop fray hem fasten metal zipview,Other,denim belt denim jumpsuit lapel short short
249,"[{'https://static.zara.net/photos///2023/I/0/1/p/4387/253/712/2/w/448/4387253712_1_1_1.jpg?ts=1692203339827': 'Image 0 of PLEATED SHIRT DRESS WITH BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4387/253/712/2/w/448/4387253712_2_1_1.jpg?ts=1692203336735': 'Image 1 of PLEATED SHIRT DRESS WITH BELT from Zara'}]",women,DRESSES_JUMPSUITS,pleated shirt dress belt,collar dress long sleeve elastic waist contrast belt line fasten gold button,Other,belt dress shirt long
250,"[{'https://static.zara.net/photos///2023/I/0/1/p/1971/188/123/2/w/448/1971188123_1_1_1.jpg?ts=1691145776936': 'Image 0 of LONG ASYMMETRIC JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1971/188/123/2/w/448/1971188123_2_1_1.jpg?ts=1691145777753': 'Image 1 of LONG ASYMMETRIC JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,long asymmetric jumpsuit,sleeveless jumpsuit asymmetric neckline goldtone buckle detail shoulder gather side dart pocket wideleg design invisible zip fastening,Other,jumpsuit long sleeveless
251,"[{'https://static.zara.net/photos///2023/I/0/1/p/8471/156/330/2/w/448/8471156330_1_1_1.jpg?ts=1692699026448': 'Image 0 of LACE-TRIMMED PRINTED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8471/156/330/2/w/448/8471156330_2_1_1.jpg?ts=1692699026486': 'Image 1 of LACE-TRIMMED PRINTED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,lacetrimme print dress,dress vneckline long cuff sleeve contrast lace trim panel hem fasten cover button,Other,dress long
252,"[{'https://static.zara.net/photos///2023/I/0/1/p/2183/071/500/3/w/448/2183071500_1_1_1.jpg?ts=1687855033075': 'Image 0 of LONG PRINTED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2183/071/500/3/w/448/2183071500_2_2_1.jpg?ts=1687855033299': 'Image 1 of LONG PRINTED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,long print dress,collar cotton long dress sleeve fall elbow ruffle hem buttonup,Other,cotton dress long
253,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/234/064/2/w/448/9878234064_1_1_1.jpg?ts=1692203336748': 'Image 0 of MATCHING DRESS WITH CUT-OUT DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/234/064/2/w/448/9878234064_2_1_1.jpg?ts=1692203337712': 'Image 1 of MATCHING DRESS WITH CUT-OUT DETAIL from Zara'}]",women,DRESSES_JUMPSUITS,match dress cutout detail,sleeveless dress feature round neck gather opening detail waist fasten invisible zip buttoned opening combine satin fabric detail,Other,satin dress sleeveless
254,"[{'https://static.zara.net/photos///2023/I/0/1/p/2712/224/710/2/w/448/2712224710_1_1_1.jpg?ts=1690987132747': 'Image 0 of STRAPLESS NYLON JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2712/224/710/2/w/448/2712224710_2_1_1.jpg?ts=1690987132507': 'Image 1 of STRAPLESS NYLON JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,strapless nylon jumpsuit,jumpsuit straight neckline expose shoulder pocket flap detail belt loop hookandloop strap invisible zip fasten metal brooch detail,Other,nylon belt jumpsuit
255,"[{'https://static.zara.net/photos///2023/I/0/1/p/5107/247/330/2/w/448/5107247330_1_1_1.jpg?ts=1689936424646': 'Image 0 of CROCHET PRINTED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5107/247/330/2/w/448/5107247330_2_1_1.jpg?ts=1689936422140': 'Image 1 of CROCHET PRINTED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,crochet print dress,midi dress cotton round neck thin strap cross matching crochet bead appliqué lining,Other,cotton dress midi
256,"[{'https://static.zara.net/photos///2023/I/0/1/p/1971/155/630/2/w/448/1971155630_1_1_1.jpg?ts=1688480096129': 'Image 0 of ASYMMETRIC LONG DRESS WITH RUFFLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1971/155/630/2/w/448/1971155630_2_1_1.jpg?ts=1688480093952': 'Image 1 of ASYMMETRIC LONG DRESS WITH RUFFLES from Zara'}]",women,DRESSES_JUMPSUITS,asymmetric long dress ruffle,long sleeve satiny dress asymmetric neckline feature pleated ruffle trim,Other,satiny dress long
257,"[{'https://static.zara.net/photos///2023/I/0/1/p/8213/359/712/2/w/448/8213359712_1_1_1.jpg?ts=1690804563985': 'Image 0 of DRAPED HALTER DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8213/359/712/2/w/448/8213359712_2_1_1.jpg?ts=1690804564125': 'Image 1 of DRAPED HALTER DRESS from Zara'}]",women,DRESSES_JUMPSUITS,drape halter dress,midi dress vneck gather halter neck buckles slit invisible zip fastening,Other,dress midi
258,"[{'https://static.zara.net/photos///2023/I/0/1/p/1971/165/800/2/w/448/1971165800_1_1_1.jpg?ts=1691758139084': 'Image 0 of JUMPSUIT WITH PLEATED RUFFLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1971/165/800/2/w/448/1971165800_2_1_1.jpg?ts=1691758139403': 'Image 1 of JUMPSUIT WITH PLEATED RUFFLES from Zara'}]",women,DRESSES_JUMPSUITS,jumpsuit pleated ruffle,sleeveless jumpsuit round neck pleated ruffle match belt detail wide leg invisible zip fasten button opening,Other,belt jumpsuit sleeveless
259,"[{'https://static.zara.net/photos///2023/I/0/1/p/2712/456/250/2/w/448/2712456250_1_1_1.jpg?ts=1689069153345': 'Image 0 of STRAPLESS JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2712/456/250/2/w/448/2712456250_2_1_1.jpg?ts=1689069153223': 'Image 1 of STRAPLESS JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,strapless jumpsuit,strapless jumpsuit wideleg design invisible zip fastening,Other,jumpsuit
260,"[{'https://static.zara.net/photos///2023/I/0/1/p/2335/629/800/17/w/448/2335629800_1_1_1.jpg?ts=1692280276078': 'Image 0 of FITTED STRAPPY HALTER DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2335/629/800/17/w/448/2335629800_2_1_1.jpg?ts=1692280276161': 'Image 1 of FITTED STRAPPY HALTER DRESS from Zara'}]",women,DRESSES_JUMPSUITS,fit strappy halter dress,halterneck midi dress thin strap,Other,dress halterneck midi
261,"[{'https://static.zara.net/photos///2023/I/0/1/p/4786/267/330/2/w/448/4786267330_1_1_1.jpg?ts=1688126788347': 'Image 0 of SHORT PRINTED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4786/267/330/2/w/448/4786267330_2_1_1.jpg?ts=1688126789117': 'Image 1 of SHORT PRINTED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,short print dress,short cotton dress straight neckline short sleeve smock detail contrast print,Other,cotton dress short short
262,"[{'https://static.zara.net/photos///2023/I/0/1/p/3644/630/250/2/w/448/3644630250_1_1_1.jpg?ts=1691415764606': 'Image 0 of FITTED JACQUARD DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3644/630/250/2/w/448/3644630250_2_1_1.jpg?ts=1691415765337': 'Image 1 of FITTED JACQUARD DRESS from Zara'}]",women,DRESSES_JUMPSUITS,fit jacquard dress,sleeveless midi dress round neck floral jacquard detail,Other,dress midi sleeveless
263,"[{'https://static.zara.net/photos///2023/I/0/1/p/1660/804/800/2/w/448/1660804800_1_1_1.jpg?ts=1688568897731': 'Image 0 of SHORT FITTED RUFFLED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1660/804/800/2/w/448/1660804800_2_1_1.jpg?ts=1688568896304': 'Image 1 of SHORT FITTED RUFFLED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,short fit ruffle dress,fit sleeveless dress cotton vneckline contrast poplin fabric ruffle chest,Other,cotton poplin dress short short sleeveless
264,"[{'https://static.zara.net/photos///2023/I/0/1/p/4786/250/044/2/w/448/4786250044_1_1_1.jpg?ts=1686126002216': 'Image 0 of SHORT PRINTED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4786/250/044/2/w/448/4786250044_2_1_1.jpg?ts=1686126004675': 'Image 1 of SHORT PRINTED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,short print dress,short dress cotton square neckline adjustable tie fabric puff short sleeve elasticate trim elasticate smocked detail,Other,cotton dress short short
265,"[{'https://static.zara.net/photos///2023/I/0/1/p/8686/456/600/17/w/448/8686456600_1_1_1.jpg?ts=1692789295868': 'Image 0 of STRAPLESS FLOWING JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8686/456/600/17/w/448/8686456600_2_1_1.jpg?ts=1692789297389': 'Image 1 of STRAPLESS FLOWING JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,strapless flow jumpsuit,straightleg strapless jumpsuit layer cape detail fabric,Other,cape jumpsuit
266,"[{'https://static.zara.net/photos///2023/I/0/1/p/3897/160/800/17/w/448/3897160800_1_1_1.jpg?ts=1692777366626': 'Image 0 of ASYMMETRIC MIDI DRESS WITH GOLDEN APPLIQUÉ from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3897/160/800/17/w/448/3897160800_2_1_1.jpg?ts=1692777371999': 'Image 1 of ASYMMETRIC MIDI DRESS WITH GOLDEN APPLIQUÉ from Zara'}]",women,DRESSES_JUMPSUITS,asymmetric midi dress golden appliqué,dress feature asymmetric neckline golden appliqué shoulder opening detail waist gather invisible zip fastening,Other,dress midi
267,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/254/518/2/w/448/9878254518_1_1_1.jpg?ts=1692779344427': 'Image 0 of ASYMMETRIC DRESS WITH METAL PIECE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/254/518/2/w/448/9878254518_2_1_1.jpg?ts=1692779345732': 'Image 1 of ASYMMETRIC DRESS WITH METAL PIECE from Zara'}]",women,DRESSES_JUMPSUITS,asymmetric dress metal piece,midi dress asymmetric neckline long sleeve sleeveless arm metal piece detail drape fabric slit hem invisible zip fastening,Other,dress long midi sleeveless
268,"[{'https://static.zara.net/photos///2023/I/0/1/p/5070/647/630/2/w/448/5070647630_1_1_1.jpg?ts=1689069155435': 'Image 0 of FAUX SUEDE DRESS WITH RHINESTONES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5070/647/630/2/w/448/5070647630_2_1_1.jpg?ts=1689069160798': 'Image 1 of FAUX SUEDE DRESS WITH RHINESTONES from Zara'}]",women,DRESSES_JUMPSUITS,faux suede dress rhinestone,short dress round neck short sleeve rhinestone appliqué,Other,faux suede dress short short
