gender,product_category,product_name,details,category_type,combined_features
women,DRESSES_JUMPSUITS,creasedeffect halter neck midi dress,dress feature halter neck buttoned opening,Other,dress midi
women,DRESSES_JUMPSUITS,crochet asymmetric dress,sleeveless crochet midi dress feature round neck matching fabric lining asymmetric hem,Other,dress midi sleeveless
women,DRESSES_JUMPSUITS,wax short dress,dress wax fabric round neckline strap patch pocket false rear welt pocket double belt metal buckle invisible zip fastening,Other,belt dress short short
women,DRESSES_JUMPSUITS,strapless dress,offtheshoulder short dress straightcut neckline strap detail metallic clip opening matching line invisible zip fastening,Other,dress short short
women,DRESSES_JUMPSUITS,drape midi dress,midi dress cowl neckline wide strap gather detail hem slit invisible zip fastening,Other,dress midi
women,DRESSES_JUMPSUITS,print dress belt,short slot collar dress tassel drawstre long sleeve elasticate trim elasticate waist belt fabric buttonup,Other,belt dress short long short
women,DRESSES_JUMPSUITS,fit asymmetric drape organza dress,short sleeveless organza dress asymmetric neckline long sleeve drape detail,Other,organza dress short long short sleeveless
women,DRESSES_JUMPSUITS,jumpsuit pleated trouser belt,jumpsuit cowl neckline short sleeve pleated shoulder elastic waistband wide pleated leg matching belt button opening,Other,belt jumpsuit short trouser short
women,DRESSES_JUMPSUITS,metallic mini dress rhinestone strap,dress feature cowl neckline thin strap rhinestone,Other,dress mini
women,DRESSES_JUMPSUITS,short dress cutwork embroidery,dress feature vneckline short puff sleeve match cutwork embroidery lining,Other,dress short short
women,DRESSES_JUMPSUITS,belt cargo jumpsuit,jumpsuit straight neckline false flap pocket patch pocket wideleg design belt elastic invisible zip fastening,Other,belt jumpsuit
women,DRESSES_JUMPSUITS,satin slip dress,midi dress feature cowl neckline double thin strap cross,Other,satin dress midi
women,DRESSES_JUMPSUITS,satin camisole dress,midi dress drape neckline thin strap open invisible zip fastening,Other,satin camisole dress midi
women,DRESSES_JUMPSUITS,print beaded mini dress,vneck dress bead appliqué thin strap elastic trim,Other,dress mini
women,DRESSES_JUMPSUITS,strappy knit dress,vneck dress thin strap,Other,knit dress knit
women,DRESSES_JUMPSUITS,contrast short dress,short dress straight neckline contrast poplin detail adjustable thin strap contrast line invisible zip fastening,Other,poplin dress short short
women,DRESSES_JUMPSUITS,contrast chenille dress,sleeveless midi dress round neckline feature cutwork fabric contrast scallop trim open,Other,dress midi sleeveless
women,DRESSES_JUMPSUITS,polka dot satin corsetryinspire dress,midi dress gather vneckline thin strap cutout detail gather side slit hem invisible zip fastening,Other,satin dress midi
women,DRESSES_JUMPSUITS,long shiny dress,vneck dress thin strap metallic thread detail,Other,dress long
women,DRESSES_JUMPSUITS,fit strapless lace dress,offtheshoulder midi dress straight neckline matching lining,Other,dress midi
women,DRESSES_JUMPSUITS,print openback tulle dress,sleeveless midi dress round neckline drape fabric open crossed strap,Other,dress midi sleeveless
women,DRESSES_JUMPSUITS,tropical print corsetryinspire dress,dress linen blend vneckline thin strap gather detail slit hem smocking invisible zip fastening,Other,linen dress
women,DRESSES_JUMPSUITS,belt satin shirt dress,short dress feature johnny collar turnup long sleeve buttoned tab belt detail fabric chain link tie detail buttonup,Other,satin belt dress shirt short long short
women,DRESSES_JUMPSUITS,short print dress,slot collar dress long sleeve elasticate trim pintuck detail buttonup,Other,dress short long short
women,DRESSES_JUMPSUITS,floral print short jumpsuit,playsuit surplice neckline long sleeve elasticate waist lining fasten buttoned opening,Other,jumpsuit playsuit short long short
women,DRESSES_JUMPSUITS,fit asymmetric organza dress gathering,midi dress feature straight neckline long sleeve expose shoulder gather fabric detail matching lining,Other,organza dress long midi
women,DRESSES_JUMPSUITS,fit vneck midi dress,vneck midi dress short sleeve slit hem,Other,dress short midi short
women,DRESSES_JUMPSUITS,fit rib dress cutout detail,fit sleeveless dress vneckline cutout detail waist,Other,dress sleeveless
women,DRESSES_JUMPSUITS,fit drape flow dress,short sleeve flow dress drape neckline pleated detail side,Other,dress short short
women,DRESSES_JUMPSUITS,satin midi dress,midi dress viscose blend cowl neckline adjustable thin strap pleat detail side asymmetric hem invisible zip fastening,Other,satin viscose dress midi
women,DRESSES_JUMPSUITS,technical jumpsuit,sleeveless jumpsuit adjustable hood stopper rear patch pocket waist adjustable stopper fasten metal zip slit metal zip hem,Other,hood jumpsuit sleeveless
women,DRESSES_JUMPSUITS,floral print midi dress,johnny collar dress feature short turnup sleeve buttoned tab elasticate waistband matching fabric belt patch pocket button,Other,belt dress short midi short
women,DRESSES_JUMPSUITS,frille midi dress,midi dress sweetheart neckline wide strap asymmetric hem fray finish invisible zip fastening,Other,dress midi
women,DRESSES_JUMPSUITS,belt striped shirt dress,midi dress feature johnny collar short turnup sleeve button fastening belt,Other,belt dress shirt short midi short
women,DRESSES_JUMPSUITS,denim playsuit,playsuit feature lapel collar long sleeve cuff patch pocket fray hem metal button zip fasten,Other,denim denim lapel playsuit long
women,DRESSES_JUMPSUITS,tulle dress cape sleeve,semisheer midi dress feature round neck loosefitte short sleeve button opening garment line,Other,semisheer cape dress short midi short
women,DRESSES_JUMPSUITS,midi dress,midi dress straightcut neckline thin strap contrast fabric appliqué detail patch pocket flap elasticate waistband adjustable drawstring vent hem,Other,dress midi
women,DRESSES_JUMPSUITS,knit crochet dress,short sleeveless dress round neckline,Other,knit dress short knit short sleeveless
women,DRESSES_JUMPSUITS,print midi dress,midi dress straight neckline wide strap tie belt fabric visible topstitching buttonup,Other,belt dress midi
women,DRESSES_JUMPSUITS,linen blend cargo dress,short collar dress linen blend short turnup sleeve buttoned tab patch pocket buttoned flap elasticate waist belt fabric zip fastening,Other,linen belt dress short short
women,DRESSES_JUMPSUITS,chiffon dress topstitching,midi dress vneck double strap elasticate smocked fabric multicoloure topstitching detail matching lining,Other,chiffon dress midi
women,DRESSES_JUMPSUITS,strapless short dress,dress knit fabric straight neckline expose shoulder drape fabric invisible zip fasten matching lining,Other,knit dress short knit short
women,DRESSES_JUMPSUITS,wrinkledeffect asymmetric jumpsuit,sleeveless jumpsuit asymmetric neckline ruffle armhole elastic waist wideleg design invisible zip fastening,Other,jumpsuit sleeveless
women,DRESSES_JUMPSUITS,satin halter dress,midi dress feature halter neck tie detail creased effect,Other,satin dress midi
women,DRESSES_JUMPSUITS,satin jumpsuit wrinkle effect,halterneck jumpsuit elastic waistband match thin belt straight leg button fasten,Other,satin belt halterneck jumpsuit
women,DRESSES_JUMPSUITS,print mini dress,satiny dress feature surplice neckline short sleeve elasticate waist drawstring ruffle hem,Other,satiny dress short mini short
women,DRESSES_JUMPSUITS,midi dress zips,fit sleeveless midi dress knit fabric feature high neck metal zip fasten,Other,knit dress knit midi sleeveless
women,DRESSES_JUMPSUITS,fit asymmetric midi dress,midi dress asymmetric neck short sleeve,Other,dress short midi short
women,DRESSES_JUMPSUITS,knit dress combined embroidery,dress straight neckline slit contrast fabric detail cutwork embroidery,Other,knit dress knit
women,DRESSES_JUMPSUITS,print mini dress,dress feature slot collar long sleeve elasticate trim lace trim appliqué detail ruffle hem buttonup,Other,dress long mini
women,DRESSES_JUMPSUITS,short dress zips,short fit dress knit fabric vneck strap metal zip detail invisible zip fastening,Other,knit dress short knit short
women,DRESSES_JUMPSUITS,short linen blend dress embroidery,short dress linen blend vneck thin strap match floral embroidery detail matching line invisible zip fastening button fasten,Other,linen dress short short
women,DRESSES_JUMPSUITS,playsuit pocket,short sleeve collar playsuit patch pocket chest side waistband elasticate detail zip fly metal button fastening,Other,playsuit short short
women,DRESSES_JUMPSUITS,corsetryinspire midi dress,vneck dress gathering thin strap gather side vent slit hem invisible zip fastening,Other,dress midi
women,DRESSES_JUMPSUITS,print mini dress,dress feature ruffle round neckline vneck short sleeve wide elasticate waist ruffle hem button fastening,Other,dress short mini short
women,DRESSES_JUMPSUITS,short print dress,short dress plunge vneckline tie detail wide sleeve fall elbow contrast bead detail invisible zip fastening,Other,dress short short
women,DRESSES_JUMPSUITS,trf denim dress,collar dress flow denim fabric long sleeve cuff asymmetric hem slit buttonup,Other,denim denim dress long
women,DRESSES_JUMPSUITS,short print dress,dress feature slot collar long sleeve elastic trim elastic waistband woven belt false matching cover button,Other,belt dress short long short
women,DRESSES_JUMPSUITS,short fit stretch knit dress,short dress square neckline wide strap,Other,knit dress short knit short
women,DRESSES_JUMPSUITS,shirt dress belt,johnny collar dress feature short sleeve turnup trim button tab button fastening matching belt buckle,Other,belt dress shirt short short
women,DRESSES_JUMPSUITS,fade cotton dress,midi dress cotton round neckline wide strap fade effect,Other,cotton dress midi
women,DRESSES_JUMPSUITS,fit drape dress sweetheart neckline,midi dress sweetheart neckline expose shoulder drape fabric detail,Other,dress midi
women,DRESSES_JUMPSUITS,fit midi dress padded shoulder,sleeveless midi dress round neckline pad shoulder open drape detail,Other,dress midi sleeveless
women,DRESSES_JUMPSUITS,fit knit dress open,short dress round neckline short sleeve openback detail,Other,knit dress short knit short
women,DRESSES_JUMPSUITS,denim trf playsuit,sleeveless denim playsuit lapel collar patch pocket chest pocket fray hem zip fly metal button fastening,Other,denim denim lapel playsuit sleeveless
women,DRESSES_JUMPSUITS,length combine jumpsuit,jumpsuit straight neckline thin strap contrast fabric chest invisible zip fastening,Other,jumpsuit
women,DRESSES_JUMPSUITS,contrast crochet dress,long dress vneck thin strap contrast crochet fabric line invisible zip fastening,Other,dress long
women,DRESSES_JUMPSUITS,fit strapless dress sequin,midi dress straightcut neckline expose shoulder sequin appliqués match interior line invisible zip fastening,Other,dress midi
women,DRESSES_JUMPSUITS,belt wideleg jumpsuit,sleeveless jumpsuit slot collar wideleg design contrast belt detail button fasten hide placket,Other,belt jumpsuit sleeveless
women,DRESSES_JUMPSUITS,linen midi dress belt,sleeveless dress linen vneck ruffles buttonup contrast braid belt,Other,linen belt dress midi sleeveless
women,DRESSES_JUMPSUITS,satin mini dress cape,round neck dress cape sleeve fasten invisible zip button opening,Other,satin cape dress mini
women,DRESSES_JUMPSUITS,print linen blend shirt dress,short dress linen blend fabric round collar vneckline short sleeve buttonup belt fabric,Other,linen belt dress shirt short short
women,DRESSES_JUMPSUITS,satin midi dress,midi dress viscose flow neckline wide strap adjustable thin strap,Other,satin viscose dress midi
women,DRESSES_JUMPSUITS,metallic halter dress,halterneck midi dress plunge vneckline metalliceffect fabric slit hem contrast line button fasten neck invisible zip,Other,dress halterneck midi
women,DRESSES_JUMPSUITS,print linen blend midi dress,dress linen blend fabric straight elasticate neckline wide strap slit hem inseam zip fastening,Other,linen dress midi
women,DRESSES_JUMPSUITS,wideleg technical fabric jumpsuit,strapless jumpsuit wideleg design patch pocket flap invisible zip fastening matching fabric belt elastic,Other,belt jumpsuit
women,DRESSES_JUMPSUITS,strapless print dress,strapless midi dress linen blend fabric expose shoulder wide elastic smocked detail slit hem invisible zip fastening,Other,linen dress midi
women,DRESSES_JUMPSUITS,colourful crochet dress,short sleeveless crochet dress round neckthis garment line,Other,dress short short sleeveless
women,DRESSES_JUMPSUITS,z strapless denim mini dress,dress straightcut neckline fade effect zip fasten,Other,denim denim dress mini
women,DRESSES_JUMPSUITS,print tulle asymmetric dress,short dress asymmetric neckline drape fabric line invisible zip fastening,Other,dress short short
women,DRESSES_JUMPSUITS,strapless stripe dress,offtheshoulder short dress straightcut neckline box pleat hem shortsstyle line invisible zip fastening,Other,box dress short short shortsstyle
women,DRESSES_JUMPSUITS,pinstripe mini dress,short dress asymmetric neckline short sleeve drape fabric detail invisible zip fastening,Other,dress short mini short
women,DRESSES_JUMPSUITS,mini dress ruffle,vneck dress long sleeve slit bow ruffle trim lining,Other,bow dress long mini
